Township,Area,State,Tenure,Type,Median_Price,Median_PSF,Transactions
TAMAN PD RESTU,Port Dickson,Negeri Sembilan,Freehold,Terrace House,292045.0,209.0,10
TAMAN SEMARANG TROPIKA,Dengkil,Selangor,Leasehold,Terrace House,640000.0,457.0,10
TAMAN PERMATANG BAIDURI,Kuala Sungai Baru,Melaka,Freehold,Terrace House,334000.0,216.0,10
TAMAN DESA INTAN,Kapar,Selangor,"Freehold, Leasehold",Terrace House,423250.0,322.0,10
TAMAN JERNIH,Bukit Mertajam,Penang,Freehold,Cluster House,414500.0,330.0,10
GLENMARIE HEIGHTS,Tebrau,Johor,Freehold,Terrace House,906950.0,413.0,10
MUKIM MACHANG,Machang,Kelantan,Freehold,Bungalow,342500.0,97.0,10
KAMPUNG PANDAN DALAM,Ampang,Selangor,Leasehold,"Bungalow, Semi D",372500.0,128.0,10
PEKAN BARU,Parit Buntar,Perak,Leasehold,"Semi D, Terrace House",210000.0,212.0,10
TAMAN SAUJANA HARMONI,Batu Gajah,Perak,Leasehold,Terrace House,288000.0,180.0,10
TAMAN SAUJANA SEKSYEN 2 (TAMAN SETIA),Bukit Katil,Melaka,Freehold,"Semi D, Town House",200000.0,136.0,10
TAMAN ILMU,Nibong Tebal,Penang,Freehold,"Terrace House, Cluster House",310500.0,251.0,10
BANDAR BARU KUANTAN PUTRI,Kuantan,Pahang,Leasehold,Terrace House,202500.0,159.0,10
TAMAN MELAKA BARU FASA 3A,Batu Berendam,Melaka,Leasehold,Terrace House,256500.0,211.0,10
CYBERIA SMART HOMES,Cyberjaya,Selangor,Freehold,Town House,352500.0,209.0,10
PUTERI RESIDENCE,Sungai Petani,Kedah,Freehold,Semi D,420000.0,131.0,10
TAMAN RAUB JAYA 3,Raub,Pahang,Freehold,Terrace House,272500.0,251.0,10
TAMAN BERCHAM RAYA,Tambun,Perak,Leasehold,Terrace House,194000.0,177.0,10
TAMAN ECO MEADOW,Simpang Ampat,Penang,Freehold,Terrace House,815000.0,533.0,10
TAMAN DESARIA,Nilai,Negeri Sembilan,Freehold,Terrace House,310000.0,177.0,10
BANDAR TIRAM,Ulu Tiram,Johor,Freehold,Terrace House,580000.0,393.0,10
TAMAN FLORA HEIGHTS,Pasir Gudang,Johor,Freehold,Terrace House,497250.0,286.0,10
JALAN STAMPIN,Kuching,Sarawak,Leasehold,"Bungalow, Semi D",865000.0,274.0,10
DESA SALAK PEKERTI,Sepang,Selangor,Leasehold,Terrace House,499500.0,200.0,10
BERJAYA PERMAI,Kuantan,Pahang,Leasehold,"Semi D, Terrace House",200000.0,96.0,10
TAMAN LIP SIN,Sungai Dua,Penang,Freehold,Terrace House,865000.0,596.0,10
GREENWOOD PARK,Kota Samarahan,Sarawak,Leasehold,"Terrace House, Semi D",341500.0,152.0,10
TAMAN NUSANTARA,Kuala Kedah,Kedah,Freehold,"Semi D, Terrace House",347500.0,186.0,10
TAMAN GUNUNG PULAI,Kulai,Johor,Freehold,Terrace House,318000.0,307.0,10
LAMAN INDAH 1,Iskandar Puteri (Nusajaya),Johor,Freehold,Terrace House,385000.0,358.0,10
MEDAN BEMBAN MESRA,Batu Gajah,Perak,Leasehold,Terrace House,230000.0,164.0,10
TAMAN DELIMA,Tebrau,Johor,"Leasehold, Freehold","Terrace House, Semi D",425000.0,256.0,10
SEKSYEN 4,Petaling Jaya,Selangor,Leasehold,"Bungalow, Terrace House",1237500.0,254.0,10
BUKIT SAUJANA,Ijok,Selangor,Leasehold,"Semi D, Terrace House",700000.0,263.0,10
TAMAN BUNGA MAWAR,Kuching,Sarawak,Leasehold,Terrace House,245000.0,187.0,10
TAMAN BENTONG MAKMUR,Bentong,Pahang,Freehold,Terrace House,460000.0,309.0,10
RPA RIMBA PANJANG,Sungai Siput,Perak,Leasehold,Terrace House,115000.0,77.0,10
TAMAN INDAH JAYA,Kluang,Johor,Freehold,Terrace House,240000.0,179.0,10
SETIA IMPIAN 7,Setia Alam,Selangor,Freehold,Semi D,789000.0,473.0,10
TAMAN SENTOSA IMPIAN,Dengkil,Selangor,Freehold,Semi D,910500.0,233.0,10
TAMAN PAYA RUMPUT INDAH,Paya Rumput,Melaka,Leasehold,"Semi D, Terrace House",235000.0,165.0,10
TAMAN BERTAM PUTRA,Tanjong Minyak,Melaka,Freehold,Terrace House,488000.0,311.0,10
TAMAN SRI SENAI,Senai,Johor,Freehold,Terrace House,280000.0,278.0,10
TAMAN ANDALAS JAYA,Klang,Selangor,Freehold,Terrace House,655000.0,410.0,10
TAMAN ANJUNG BERCHAM MEGAH,Ipoh,Perak,Freehold,Terrace House,337500.0,224.0,10
TAMAN PUNCAK JELAPANG MAJU,Ipoh,Perak,Leasehold,"Terrace House, Semi D",290000.0,195.0,10
TAMAN TIONG UNG SIEW,Sibu,Sarawak,Leasehold,Terrace House,480000.0,272.0,10
TAMAN DESA RISHAH INDAH,Ipoh,Perak,Leasehold,Terrace House,449000.0,261.0,10
